ids,Description,Price,borough
25152285,3 bedroom terraced house for sale,314000.0,"('Sutton', '5E93974')"
42627692,3 bedroom end of terrace house for sale,500000.0,"('Sutton', '5E93974')"
49257727,1 bedroom flat for sale,850000.0,"('City of London', '5E61224')"
94338515,4 bedroom detached house for sale,850000.0,"('Sutton', '5E93974')"
58532738,2 bedroom apartment for sale,425000.0,"('Sutton', '5E93974')"
50762073,3 bedroom flat for sale,1850000.0,"('City of London', '5E61224')"
89425062,Studio flat for sale,500000.0,"('City of London', '5E61224')"
38772029,1 bedroom apartment for sale,775000.0,"('City of London', '5E61224')"
40219855,4 bedroom house for sale,750000.0,"('Sutton', '5E93974')"
36847842,4 bedroom house for sale,725000.0,"('Sutton', '5E93974')"
51463603,3 bedroom house for sale,500000.0,"('Sutton', '5E93974')"
16810992,1 bedroom flat for sale,120000.0,"('Sutton', '5E93974')"
29824787,5 bedroom detached house for sale,1100000.0,"('Sutton', '5E93974')"
15185445,4 bedroom semi-detached house for sale,625000.0,"('Sutton', '5E93974')"
46304064,2 bedroom apartment for sale,425000.0,"('Sutton', '5E93974')"
11911591,2 bedroom apartment for sale,350000.0,"('Sutton', '5E93974')"
43137670,2 bedroom maisonette for sale,350000.0,"('Sutton', '5E93974')"
13832908,1 bedroom flat for sale,335000.0,"('Sutton', '5E93974')"
64215879,3 bedroom flat for sale,495000.0,"('Sutton', '5E93974')"
89141945,3 bedroom flat for sale,475000.0,"('Sutton', '5E93974')"
44121881,2 bedroom ground floor flat for sale,310000.0,"('Sutton', '5E93974')"
83988767,2 bedroom ground floor flat for sale,205000.0,"('Sutton', '5E93974')"
24742678,1 bedroom end of terrace house for sale,340000.0,"('Sutton', '5E93974')"
73289035,3 bedroom detached house for sale,725000.0,"('Sutton', '5E93974')"
50202397,1 bedroom apartment for sale,630000.0,"('City of London', '5E61224')"
84259908,1 bedroom apartment for sale,715000.0,
40103965,1 bedroom flat for sale,165500.0,"('Sutton', '5E93974')"
27207796,2 bedroom flat for sale,165500.0,"('Sutton', '5E93974')"
30335831,4 bedroom detached house for sale,750000.0,"('Sutton', '5E93974')"
59035195,2 bedroom maisonette for sale,360000.0,"('Sutton', '5E93974')"
35245641,1 bedroom flat for sale,230000.0,"('Sutton', '5E93974')"
71809577,2 bedroom flat for sale,435000.0,"('Sutton', '5E93974')"
30753464,1 bedroom flat for sale,275000.0,"('Sutton', '5E93974')"
51118733,1 bedroom flat for sale,250000.0,"('Sutton', '5E93974')"
50799890,1 bedroom flat for sale,250000.0,"('Sutton', '5E93974')"
27994624,4 bedroom semi-detached house for sale,850000.0,"('Sutton', '5E93974')"
53586938,2 bedroom flat for sale,300000.0,"('Sutton', '5E93974')"
32419910,2 bedroom semi-detached house for sale,450000.0,"('Sutton', '5E93974')"
13342951,2 bedroom maisonette for sale,250000.0,"('Sutton', '5E93974')"
41288301,2 bedroom flat for sale,330000.0,"('Sutton', '5E93974')"
44368184,2 bedroom end of terrace house for sale,450000.0,"('Sutton', '5E93974')"
98626663,3 bedroom semi-detached house for sale,635000.0,"('Sutton', '5E93974')"
93835228,2 bedroom flat for sale,300000.0,"('Sutton', '5E93974')"
55817736,2 bedroom flat for sale,320000.0,"('Sutton', '5E93974')"
58892937,2 bedroom terraced house for sale,400000.0,"('Sutton', '5E93974')"
46426725,Studio flat for sale,100000.0,"('Sutton', '5E93974')"
15396331,1 bedroom flat for sale,260000.0,"('Sutton', '5E93974')"
59249152,3 bedroom end of terrace house for sale,515000.0,"('Sutton', '5E93974')"
83974005,2 bedroom flat for sale,425000.0,"('Sutton', '5E93974')"
23490072,4 bedroom detached house for sale,875000.0,"('Sutton', '5E93974')"
82377127,1 bedroom apartment for sale,825000.0,"('City of London', '5E61224')"
48655145,2 bedroom flat for sale,256000.0,"('Sutton', '5E93974')"
70572920,Studio flat for sale,225000.0,"('Sutton', '5E93974')"
79688158,1 bedroom flat for sale,275000.0,"('Sutton', '5E93974')"
31998314,1 bedroom flat for sale,625000.0,"('City of London', '5E61224')"
8734742,2 bedroom apartment for sale,398995.0,"('Sutton', '5E93974')"
92414140,Studio flat for sale,66500.0,"('Sutton', '5E93974')"
66867974,2 bedroom maisonette for sale,280000.0,"('Sutton', '5E93974')"
54518305,2 bedroom maisonette for sale,350000.0,"('Sutton', '5E93974')"
55807251,2 bedroom maisonette for sale,231500.0,
39218130,2 bedroom end of terrace house for sale,450000.0,"('Sutton', '5E93974')"
76311031,4 bedroom detached house for sale,1300000.0,"('Sutton', '5E93974')"
97987690,3 bedroom detached house for sale,800000.0,"('Sutton', '5E93974')"
46280068,1 bedroom ground floor flat for sale,240000.0,"('Sutton', '5E93974')"
63975805,3 bedroom terraced house for sale,550000.0,
25945035,1 bedroom flat for sale,265000.0,"('Sutton', '5E93974')"
68685733,2 bedroom maisonette for sale,265000.0,"('Sutton', '5E93974')"
81660404,3 bedroom semi-detached house for sale,600000.0,"('Sutton', '5E93974')"
30622918,1 bedroom apartment for sale,115000.0,"('Sutton', '5E93974')"
76031009,2 bedroom ground floor flat for sale,260000.0,"('Sutton', '5E93974')"
38049973,5 bedroom detached house for sale,2000000.0,"('Sutton', '5E93974')"
62153719,1 bedroom flat for sale,285000.0,"('Sutton', '5E93974')"
63232081,1 bedroom flat for sale,220000.0,"('Sutton', '5E93974')"
5066844,2 bedroom semi-detached house for sale,480000.0,"('Sutton', '5E93974')"
36756628,2 bedroom apartment for sale,340000.0,"('Sutton', '5E93974')"
24114776,Studio flat for sale,200000.0,"('Sutton', '5E93974')"
63428203,2 bedroom apartment for sale,210000.0,"('Sutton', '5E93974')"
18010261,4 bedroom semi-detached house for sale,800000.0,"('Sutton', '5E93974')"
44050903,3 bedroom flat for sale,700000.0,"('Sutton', '5E93974')"
90361759,5 bedroom semi-detached house for sale,850000.0,"('Sutton', '5E93974')"
7468386,5 bedroom detached house for sale,975000.0,"('Sutton', '5E93974')"
93507723,2 bedroom flat for sale,280000.0,"('Sutton', '5E93974')"
43274105,3 bedroom house for sale,480000.0,"('Sutton', '5E93974')"
66453058,4 bedroom semi-detached house for sale,800000.0,"('Sutton', '5E93974')"
12860325,2 bedroom end of terrace house for sale,600000.0,"('Sutton', '5E93974')"
74659111,2 bedroom ground floor flat for sale,365000.0,"('Sutton', '5E93974')"
11740375,2 bedroom semi-detached house for sale,550000.0,"('Sutton', '5E93974')"
7505651,2 bedroom flat for sale,400000.0,"('Sutton', '5E93974')"
70575288,1 bedroom flat for sale,210000.0,"('Sutton', '5E93974')"
85551612,2 bedroom semi-detached bungalow for sale,420000.0,"('Sutton', '5E93974')"
72385698,2 bedroom maisonette for sale,178500.0,"('Sutton', '5E93974')"
96417915,2 bedroom flat for sale,380000.0,"('Sutton', '5E93974')"
59270941,Studio apartment for sale,425000.0,
3920045,5 bedroom detached house for sale,850000.0,"('Sutton', '5E93974')"
95782067,3 bedroom terraced house for sale,525000.0,"('Sutton', '5E93974')"
55678854,2 bedroom apartment for sale,469995.0,"('Sutton', '5E93974')"
47927265,1 bedroom apartment for sale,334995.0,"('Sutton', '5E93974')"
57740988,2 bedroom flat for sale,235000.0,"('Sutton', '5E93974')"
65967642,3 bedroom maisonette for sale,445000.0,"('Sutton', '5E93974')"
94850596,1 bedroom flat for sale,110000.0,"('Sutton', '5E93974')"
91236747,1 bedroom apartment for sale,300000.0,"('Sutton', '5E93974')"
87608228,1 bedroom apartment for sale,377950.0,"('Sutton', '5E93974')"
96888856,1 bedroom flat for sale,325000.0,"('Sutton', '5E93974')"
7533918,2 bedroom flat for sale,350000.0,"('Sutton', '5E93974')"
44523446,3 bedroom semi-detached house for sale,550000.0,"('Sutton', '5E93974')"
78732625,4 bedroom semi-detached house for sale,800000.0,"('Sutton', '5E93974')"
83091041,1 bedroom apartment for sale,225000.0,"('Sutton', '5E93974')"
16674126,2 bedroom flat for sale,265000.0,"('Sutton', '5E93974')"
5774684,3 bedroom maisonette for sale,300000.0,"('Sutton', '5E93974')"
74295113,3 bedroom maisonette for sale,4000000.0,"('City of London', '5E61224')"
33106957,5 bedroom semi-detached house for sale,1150000.0,"('Sutton', '5E93974')"
50323395,3 bedroom semi-detached house for sale,525000.0,"('Sutton', '5E93974')"
99153454,3 bedroom semi-detached house for sale,699950.0,"('Sutton', '5E93974')"
5393757,5 bedroom house for sale,1000000.0,"('Sutton', '5E93974')"
37940970,2 bedroom apartment for sale,475000.0,"('Sutton', '5E93974')"
26345002,1 bedroom apartment for sale,240000.0,"('Sutton', '5E93974')"
22594002,2 bedroom terraced house for sale,400000.0,"('Sutton', '5E93974')"
10483195,2 bedroom flat for sale,375000.0,"('Sutton', '5E93974')"
73704372,1 bedroom flat for sale,60000.0,"('Sutton', '5E93974')"
73390212,2 bedroom terraced house for sale,395000.0,"('Sutton', '5E93974')"
3250230,5 bedroom semi-detached house for sale,850000.0,"('Sutton', '5E93974')"
64239700,2 bedroom semi-detached house for sale,480000.0,"('Sutton', '5E93974')"
30295298,2 bedroom apartment for sale,375000.0,"('Sutton', '5E93974')"
33687548,2 bedroom flat for sale,450000.0,"('Sutton', '5E93974')"
27364265,4 bedroom terraced house for sale,535000.0,"('Sutton', '5E93974')"
13524664,1 bedroom apartment for sale,334995.0,"('Sutton', '5E93974')"
75780270,1 bedroom apartment for sale,333995.0,"('Sutton', '5E93974')"
76976010,4 bedroom semi-detached house for sale,850000.0,"('Sutton', '5E93974')"
12024484,3 bedroom terraced house for sale,500000.0,"('Sutton', '5E93974')"
83487161,2 bedroom terraced house for sale,475000.0,"('Sutton', '5E93974')"
14928582,4 bedroom detached house for sale,1250000.0,"('Sutton', '5E93974')"
8703558,3 bedroom end of terrace house for sale,575000.0,"('Sutton', '5E93974')"
4511661,Parking for sale,50000.0,"('City of London', '5E61224')"
83504050,2 bedroom flat for sale,1800000.0,"('City of London', '5E61224')"
42759235,3 bedroom flat for sale,3820000.0,
77556206,3 bedroom apartment for sale,1575000.0,"('City of London', '5E61224')"
75512510,1 bedroom maisonette for sale,250000.0,"('Sutton', '5E93974')"
10467284,1 bedroom apartment for sale,900000.0,"('City of London', '5E61224')"
82858254,1 bedroom apartment for sale,850000.0,"('City of London', '5E61224')"
14686589,1 bedroom apartment for sale,1325000.0,"('City of London', '5E61224')"
5779186,2 bedroom apartment for sale,1800000.0,"('City of London', '5E61224')"
13010181,1 bedroom flat for sale,1300000.0,"('City of London', '5E61224')"
58176779,4 bedroom terraced house for sale,2500000.0,"('City of London', '5E61224')"
32760699,Studio apartment for sale,479500.0,"('City of London', '5E61224')"
3348488,1 bedroom flat for sale,590000.0,"('City of London', '5E61224')"
21552240,2 bedroom apartment for sale,1250000.0,"('City of London', '5E61224')"
35052883,Studio apartment for sale,499950.0,"('City of London', '5E61224')"
58927743,1 bedroom apartment for sale,999950.0,"('City of London', '5E61224')"
59429961,2 bedroom apartment for sale,1595000.0,"('City of London', '5E61224')"
62031102,2 bedroom flat for sale,1400000.0,
25491575,2 bedroom apartment for sale,335000.0,"('Sutton', '5E93974')"
12342009,1 bedroom apartment for sale,215000.0,"('Sutton', '5E93974')"
22079321,1 bedroom apartment for sale,1350000.0,"('City of London', '5E61224')"
88211841,1 bedroom apartment for sale,665000.0,"('City of London', '5E61224')"
73194091,1 bedroom flat for sale,220000.0,"('Sutton', '5E93974')"
90731015,4 bedroom terraced house for sale,460000.0,"('Sutton', '5E93974')"
86065927,1 bedroom apartment for sale,615500.0,"('City of London', '5E61224')"
19686145,1 bedroom apartment for sale,800000.0,
39372661,1 bedroom ground maisonette for sale,300000.0,"('Sutton', '5E93974')"
97772464,Studio flat for sale,525000.0,"('City of London', '5E61224')"
35029887,4 bedroom detached house for sale,800000.0,"('Sutton', '5E93974')"
11852826,2 bedroom flat for sale,300000.0,"('Sutton', '5E93974')"
7216544,1 bedroom apartment for sale,800000.0,"('City of London', '5E61224')"
49624083,4 bedroom detached house for sale,699950.0,"('Sutton', '5E93974')"
41703346,2 bedroom flat for sale,320000.0,"('Sutton', '5E93974')"
16024625,4 bedroom end of terrace house for sale,550000.0,"('Sutton', '5E93974')"
62115264,Studio flat for sale,525000.0,"('City of London', '5E61224')"
11939078,Studio apartment for sale,550000.0,"('City of London', '5E61224')"
81038051,1 bedroom retirement property for sale,304000.0,"('Sutton', '5E93974')"
80638855,1 bedroom retirement property for sale,313500.0,"('Sutton', '5E93974')"
93890396,2 bedroom retirement property for sale,389500.0,"('Sutton', '5E93974')"
31997672,2 bedroom retirement property for sale,465500.0,"('Sutton', '5E93974')"
85297605,2 bedroom retirement property for sale,475000.0,"('Sutton', '5E93974')"
24486838,2 bedroom retirement property for sale,484500.0,"('Sutton', '5E93974')"
98096682,3 bedroom semi-detached house for sale,650000.0,"('Sutton', '5E93974')"
46578573,3 bedroom end of terrace house for sale,510000.0,"('Sutton', '5E93974')"
56179893,Studio apartment for sale,550000.0,"('City of London', '5E61224')"
18255231,1 bedroom flat for sale,310000.0,"('Sutton', '5E93974')"
17254344,2 bedroom flat for sale,330000.0,"('Sutton', '5E93974')"
45235636,2 bedroom apartment for sale,279000.0,"('Sutton', '5E93974')"
3167404,1 bedroom flat for sale,500000.0,"('City of London', '5E61224')"
86670788,3 bedroom detached house for sale,750000.0,"('Sutton', '5E93974')"
85586528,2 bedroom penthouse for sale,395000.0,"('Sutton', '5E93974')"
47053036,3 bedroom detached house for sale,550000.0,"('Sutton', '5E93974')"
98659255,2 bedroom terraced house for sale,425000.0,"('Sutton', '5E93974')"
84321609,2 bedroom apartment for sale,375000.0,"('Sutton', '5E93974')"
57829705,4 bedroom detached house for sale,850000.0,"('Sutton', '5E93974')"
3168902,5 bedroom apartment for sale,4500000.0,"('City of London', '5E61224')"
66001598,2 bedroom apartment for sale,300000.0,"('Sutton', '5E93974')"
10926677,4 bedroom end of terrace house for sale,525000.0,"('Sutton', '5E93974')"
19008878,3 bedroom terraced house for sale,460000.0,"('Sutton', '5E93974')"
88208571,7 bedroom detached house for sale,1600000.0,"('Sutton', '5E93974')"
46262171,3 bedroom semi-detached house for sale,625000.0,"('Sutton', '5E93974')"
85200768,Hotel room for sale,122000.0,"('City of London', '5E61224')"
93483871,1 bedroom apartment for sale,545000.0,"('City of London', '5E61224')"
63888066,2 bedroom apartment for sale,325000.0,"('Sutton', '5E93974')"
2353558,Studio flat for sale,180000.0,"('Sutton', '5E93974')"
29501111,3 bedroom semi-detached house for sale,575000.0,"('Sutton', '5E93974')"
34777500,2 bedroom maisonette for sale,400000.0,"('Sutton', '5E93974')"
28569324,4 bedroom town house for sale,650000.0,"('Sutton', '5E93974')"
87912824,1 bedroom apartment for sale,260000.0,"('Sutton', '5E93974')"
71330285,2 bedroom flat for sale,285000.0,"('Sutton', '5E93974')"
87697614,4 bedroom terraced house for sale,650000.0,"('Sutton', '5E93974')"
95339900,1 bedroom flat for sale,259950.0,"('Sutton', '5E93974')"
32649044,1 bedroom flat for sale,220000.0,"('Sutton', '5E93974')"
33956269,1 bedroom flat for sale,695000.0,"('City of London', '5E61224')"
83779546,4 bedroom terraced house for sale,625000.0,"('Sutton', '5E93974')"
18416616,4 bedroom terraced house for sale,675000.0,"('Sutton', '5E93974')"
38199473,2 bedroom apartment for sale,375000.0,"('Sutton', '5E93974')"
29163515,3 bedroom end of terrace house for sale,425000.0,"('Sutton', '5E93974')"
51365971,3 bedroom end of terrace house for sale,281000.0,"('Sutton', '5E93974')"
93248563,2 bedroom flat for sale,375000.0,"('Sutton', '5E93974')"
79751565,2 bedroom terraced house for sale,500000.0,"('Sutton', '5E93974')"
97504575,2 bedroom apartment for sale,400000.0,"('Sutton', '5E93974')"
90228931,2 bedroom penthouse for sale,425000.0,"('Sutton', '5E93974')"
95775343,3 bedroom terraced house for sale,465000.0,"('Sutton', '5E93974')"
19359888,2 bedroom house for sale,425000.0,"('Sutton', '5E93974')"
64165638,1 bedroom flat for sale,250000.0,"('Sutton', '5E93974')"
60025959,1 bedroom flat for sale,270000.0,"('Sutton', '5E93974')"
71586865,4 bedroom semi-detached house for sale,850000.0,"('Sutton', '5E93974')"
99452540,1 bedroom flat for sale,183000.0,"('Sutton', '5E93974')"
70128789,2 bedroom flat for sale,380000.0,"('Sutton', '5E93974')"
22080445,2 bedroom apartment for sale,425000.0,"('Sutton', '5E93974')"
41853756,2 bedroom flat for sale,250000.0,"('Sutton', '5E93974')"
13878352,2 bedroom apartment for sale,1100000.0,
56657936,2 bedroom apartment for sale,350000.0,"('Sutton', '5E93974')"
46998624,5 bedroom detached house for sale,950000.0,"('Sutton', '5E93974')"
27219160,2 bedroom terraced house for sale,400000.0,"('Sutton', '5E93974')"
9991709,2 bedroom apartment for sale,245000.0,"('Sutton', '5E93974')"
9602727,2 bedroom end of terrace house for sale,475000.0,"('Sutton', '5E93974')"
70839964,4 bedroom detached house for sale,950000.0,"('Sutton', '5E93974')"
63966620,1 bedroom apartment for sale,250000.0,"('Sutton', '5E93974')"
42671679,4 bedroom terraced house for sale,650000.0,"('Sutton', '5E93974')"
81765510,5 bedroom detached house for sale,1050000.0,"('Sutton', '5E93974')"
99875033,2 bedroom flat for sale,250000.0,"('Sutton', '5E93974')"
51671852,2 bedroom apartment for sale,325000.0,"('Sutton', '5E93974')"
69499889,2 bedroom flat for sale,365000.0,"('Sutton', '5E93974')"
81296089,1 bedroom flat for sale,210000.0,"('Sutton', '5E93974')"
88148127,2 bedroom maisonette for sale,385000.0,"('Sutton', '5E93974')"
52218226,2 bedroom maisonette for sale,385000.0,"('Sutton', '5E93974')"
53732419,4 bedroom detached house for sale,1250000.0,"('Sutton', '5E93974')"
48321017,4 bedroom detached house for sale,950000.0,"('Sutton', '5E93974')"
90188427,1 bedroom end of terrace house for sale,350000.0,"('Sutton', '5E93974')"
5818143,1 bedroom apartment for sale,285000.0,"('Sutton', '5E93974')"
40539287,5 bedroom semi-detached house for sale,950000.0,"('Sutton', '5E93974')"
71452707,2 bedroom terraced house for sale,475000.0,"('Sutton', '5E93974')"
56407962,1 bedroom flat for sale,295000.0,"('Sutton', '5E93974')"
32310308,1 bedroom flat for sale,250000.0,"('Sutton', '5E93974')"
49522468,4 bedroom detached house for sale,1200000.0,"('Sutton', '5E93974')"
46064070,2 bedroom terraced house for sale,264500.0,"('Sutton', '5E93974')"
68226977,3 bedroom bungalow for sale,900000.0,"('Sutton', '5E93974')"
58574168,1 bedroom apartment for sale,945000.0,
57407050,3 bedroom terraced house for sale,550000.0,"('Sutton', '5E93974')"
52951625,4 bedroom semi-detached house for sale,850000.0,"('Sutton', '5E93974')"
92922414,4 bedroom semi-detached house for sale,561500.0,"('Sutton', '5E93974')"
81754720,2 bedroom retirement property for sale,275000.0,"('Sutton', '5E93974')"
19028118,5 bedroom detached house for sale,1150000.0,"('Sutton', '5E93974')"
1371909,2 bedroom flat for sale,350000.0,"('Sutton', '5E93974')"
76230285,3 bedroom terraced house for sale,595000.0,"('Sutton', '5E93974')"
28544650,2 bedroom apartment for sale,300000.0,"('Sutton', '5E93974')"
32970749,3 bedroom terraced house for sale,475000.0,"('Sutton', '5E93974')"
82407140,2 bedroom flat for sale,925000.0,"('City of London', '5E61224')"
67579322,3 bedroom bungalow for sale,850000.0,"('Sutton', '5E93974')"
77609660,2 bedroom ground floor flat for sale,475000.0,"('Sutton', '5E93974')"
68510331,1 bedroom flat for sale,300000.0,
88712831,1 bedroom apartment for sale,250000.0,"('Sutton', '5E93974')"
32873357,1 bedroom flat for sale,200000.0,"('Sutton', '5E93974')"
15048966,3 bedroom semi-detached house for sale,575000.0,"('Sutton', '5E93974')"
91885163,3 bedroom penthouse for sale,1700000.0,"('City of London', '5E61224')"
30221189,3 bedroom detached house for sale,850000.0,"('Sutton', '5E93974')"
48450358,2 bedroom terraced house for sale,400000.0,"('Sutton', '5E93974')"
27929091,2 bedroom maisonette for sale,200000.0,"('Sutton', '5E93974')"
40494941,1 bedroom flat for sale,240000.0,"('Sutton', '5E93974')"
18379644,1 bedroom flat for sale,159000.0,"('Sutton', '5E93974')"
36449160,6 bedroom semi-detached house for sale,680000.0,"('Sutton', '5E93974')"
21928311,4 bedroom semi-detached house for sale,1100000.0,"('Sutton', '5E93974')"
58910887,5 bedroom semi-detached house for sale,950000.0,"('Sutton', '5E93974')"
87285405,2 bedroom flat for sale,1550000.0,"('City of London', '5E61224')"
52043319,Studio flat for sale,138500.0,"('Sutton', '5E93974')"
20204661,4 bedroom detached house for sale,950000.0,"('Sutton', '5E93974')"
28422088,2 bedroom maisonette for sale,400000.0,"('Sutton', '5E93974')"
13360010,2 bedroom apartment for sale,208500.0,"('Sutton', '5E93974')"
6274632,2 bedroom apartment for sale,192000.0,"('Sutton', '5E93974')"
39922276,1 bedroom flat for sale,152500.0,"('Sutton', '5E93974')"
22510808,1 bedroom apartment for sale,152500.0,"('Sutton', '5E93974')"
7954844,2 bedroom apartment for sale,264500.0,
95863913,2 bedroom apartment for sale,204500.0,"('Sutton', '5E93974')"
69993417,1 bedroom flat for sale,178500.0,"('Sutton', '5E93974')"
11705938,1 bedroom maisonette for sale,185000.0,
52002085,2 bedroom flat for sale,198000.0,"('Sutton', '5E93974')"
22275147,2 bedroom flat for sale,218500.0,"('Sutton', '5E93974')"
52853173,3 bedroom town house for sale,429000.0,"('Sutton', '5E93974')"
28098943,2 bedroom flat for sale,237500.0,"('Sutton', '5E93974')"
7840186,2 bedroom maisonette for sale,221500.0,"('Sutton', '5E93974')"
16962938,2 bedroom apartment for sale,231500.0,"('Sutton', '5E93974')"
24161468,1 bedroom flat for sale,148500.0,"('Sutton', '5E93974')"
76423088,3 bedroom semi-detached house for sale,413000.0,"('Sutton', '5E93974')"
12905211,2 bedroom apartment for sale,320000.0,"('Sutton', '5E93974')"
73431388,1 bedroom flat for sale,170000.0,
31202926,3 bedroom terraced house for sale,575000.0,"('Sutton', '5E93974')"
10127862,4 bedroom detached house for sale,1000000.0,"('Sutton', '5E93974')"
30932490,2 bedroom apartment for sale,965000.0,
57162075,3 bedroom apartment for sale,1700000.0,"('City of London', '5E61224')"
76350078,3 bedroom semi-detached house for sale,650000.0,"('Sutton', '5E93974')"
19359359,4 bedroom detached house for sale,1300000.0,"('Sutton', '5E93974')"
96986169,2 bedroom ground floor flat for sale,400000.0,"('Sutton', '5E93974')"
27276237,4 bedroom semi-detached house for sale,750000.0,"('Sutton', '5E93974')"
97364644,2 bedroom terraced house for sale,500000.0,
96019841,2 bedroom flat for sale,300000.0,"('Sutton', '5E93974')"
89275732,4 bedroom bungalow for sale,975000.0,
35785064,2 bedroom ground floor flat for sale,275000.0,"('Sutton', '5E93974')"
78798939,4 bedroom detached house for sale,1000000.0,"('Sutton', '5E93974')"
21986725,2 bedroom penthouse for sale,1275000.0,
64972697,1 bedroom apartment for sale,570000.0,
67576426,4 bedroom maisonette for sale,399950.0,"('Sutton', '5E93974')"
9064204,1 bedroom flat for sale,650000.0,"('City of London', '5E61224')"
60359924,2 bedroom apartment for sale,421995.0,"('Sutton', '5E93974')"
69267566,3 bedroom end of terrace house for sale,550000.0,"('Sutton', '5E93974')"
17659228,2 bedroom apartment for sale,375000.0,"('Sutton', '5E93974')"
81900691,2 bedroom apartment for sale,375000.0,"('Sutton', '5E93974')"
33133704,1 bedroom flat for sale,96250.0,"('Sutton', '5E93974')"
71785334,3 bedroom terraced house for sale,425000.0,"('Sutton', '5E93974')"
68380525,3 bedroom end of terrace house for sale,620000.0,"('Sutton', '5E93974')"
69328829,2 bedroom flat for sale,350000.0,"('Sutton', '5E93974')"
26131072,2 bedroom apartment for sale,350000.0,"('Sutton', '5E93974')"
61583702,2 bedroom apartment for sale,185500.0,"('Sutton', '5E93974')"
14126302,2 bedroom terraced house for sale,450000.0,"('Sutton', '5E93974')"
77360007,3 bedroom flat for sale,375000.0,"('Sutton', '5E93974')"
56776191,3 bedroom apartment for sale,4150000.0,
85653557,3 bedroom apartment for sale,6655000.0,"('City of London', '5E61224')"
55839770,2 bedroom flat for sale,275000.0,"('Sutton', '5E93974')"
75037673,2 bedroom ground floor flat for sale,450000.0,"('Sutton', '5E93974')"
59802920,3 bedroom semi-detached house for sale,600000.0,"('Sutton', '5E93974')"
58165081,3 bedroom end of terrace house for sale,500000.0,
33505351,2 bedroom ground maisonette for sale,325000.0,"('Sutton', '5E93974')"
83044259,1 bedroom apartment for sale,545000.0,"('City of London', '5E61224')"
49186449,2 bedroom flat for sale,469995.0,"('Sutton', '5E93974')"
33690018,4 bedroom semi-detached house for sale,900000.0,"('Sutton', '5E93974')"
36600215,3 bedroom semi-detached house for sale,650000.0,"('Sutton', '5E93974')"
43287716,2 bedroom apartment for sale,450000.0,"('Sutton', '5E93974')"
64430379,1 bedroom maisonette for sale,165500.0,"('Sutton', '5E93974')"
66645118,2 bedroom apartment for sale,325000.0,"('Sutton', '5E93974')"
43715589,2 bedroom apartment for sale,215000.0,"('Sutton', '5E93974')"
68579624,2 bedroom flat for sale,205000.0,"('Sutton', '5E93974')"
51208041,2 bedroom semi-detached house for sale,525000.0,"('Sutton', '5E93974')"
40627485,2 bedroom terraced house for sale,485000.0,"('Sutton', '5E93974')"
81542441,1 bedroom ground floor flat for sale,250000.0,"('Sutton', '5E93974')"
88137337,1 bedroom ground floor flat for sale,165500.0,"('Sutton', '5E93974')"
2386193,2 bedroom ground floor flat for sale,340000.0,"('Sutton', '5E93974')"
55259571,2 bedroom ground floor flat for sale,275000.0,"('Sutton', '5E93974')"
92831465,1 bedroom flat for sale,325000.0,"('Sutton', '5E93974')"
26215543,3 bedroom semi-detached house for sale,500000.0,"('Sutton', '5E93974')"
17669883,3 bedroom semi-detached house for sale,750000.0,"('Sutton', '5E93974')"
66536870,4 bedroom detached house for sale,1300000.0,"('Sutton', '5E93974')"
41107284,1 bedroom flat for sale,270000.0,"('Sutton', '5E93974')"
29624673,2 bedroom ground maisonette for sale,350000.0,"('Sutton', '5E93974')"
72388714,2 bedroom ground maisonette for sale,231500.0,"('Sutton', '5E93974')"
22562301,1 bedroom apartment for sale,845000.0,"('City of London', '5E61224')"
92710224,3 bedroom semi-detached house for sale,595000.0,"('Sutton', '5E93974')"
35194299,4 bedroom semi-detached house for sale,875000.0,"('Sutton', '5E93974')"
62417016,3 bedroom terraced house for sale,425000.0,"('Sutton', '5E93974')"
60569824,3 bedroom semi-detached house for sale,575000.0,"('Sutton', '5E93974')"
947518,1 bedroom flat for sale,250000.0,"('Sutton', '5E93974')"
91242434,3 bedroom apartment for sale,264500.0,"('Sutton', '5E93974')"
21619597,1 bedroom flat for sale,265000.0,"('Sutton', '5E93974')"
37191965,3 bedroom detached house for sale,875000.0,"('Sutton', '5E93974')"
49188903,3 bedroom terraced house for sale,550000.0,"('Sutton', '5E93974')"
17740490,3 bedroom terraced house for sale,500000.0,"('Sutton', '5E93974')"
18152663,4 bedroom house for sale,900000.0,"('Sutton', '5E93974')"
17952176,3 bedroom terraced house for sale,475000.0,"('Sutton', '5E93974')"
59222514,2 bedroom apartment for sale,1685000.0,"('City of London', '5E61224')"
27308131,1 bedroom apartment for sale,835000.0,
77244330,2 bedroom apartment for sale,1685000.0,"('City of London', '5E61224')"
11600151,1 bedroom apartment for sale,980000.0,"('City of London', '5E61224')"
85289294,2 bedroom maisonette for sale,320000.0,"('Sutton', '5E93974')"
23803306,1 bedroom apartment for sale,825000.0,
72244635,1 bedroom apartment for sale,899000.0,"('City of London', '5E61224')"
71246472,2 bedroom maisonette for sale,270000.0,"('Sutton', '5E93974')"
84500119,2 bedroom apartment for sale,300000.0,"('Sutton', '5E93974')"
48601041,Studio apartment for sale,595000.0,"('City of London', '5E61224')"
30642939,2 bedroom flat for sale,1800000.0,
31523148,1 bedroom flat for sale,310000.0,"('Sutton', '5E93974')"
636065,3 bedroom flat for sale,1800000.0,"('City of London', '5E61224')"
