ids,Station_Prox,bedrooms_model,bathrooms_model,compass,borough_name,propertySubType,tenure.tenureType,tenure.yearsRemainingOnLease,address.outcode,address.incode,location.latitude,location.longitude,analyticsProperty.added,analyticsProperty.auctionOnly,analyticsProperty.minSizeFt,analyticsProperty.maxSizeFt,prices.pricePerSqFt,analyticsProperty.ownership,analyticsProperty.preOwned,analyticsProperty.priceQualifier,analyticsProperty.soldSTC,Price
123171899,0.6,3.0,2.0,N,Enfield,Apartment,LEASEHOLD,,N21,1JH,51.639738,-0.111822,20220509,False,,,,Non-shared ownership,Resale,Offers Over,False,475000.0
85461000,0.6,3.0,1.0,EN,Enfield,Terraced,,,EN8,8HW,51.680699,-0.04583,20220607,False,,,,Non-shared ownership,Resale,None,False,375000.0
85174740,0.4,2.0,1.0,EN,Enfield,Semi-Detached,FREEHOLD,,EN3,6LJ,51.678833,-0.029207,20220505,False,,,,Non-shared ownership,Resale,Offers in Region of,True,375000.0
124007903,0.2,2.0,1.0,N,Enfield,Apartment,LEASEHOLD,,N14,6BZ,51.630846,-0.125552,20220617,False,,,,Non-shared ownership,Resale,None,False,375000.0
85614570,0.2,1.0,1.0,N,Enfield,Flat,LEASEHOLD,,N13,4RJ,51.620688,-0.112003,20220611,False,,,,Non-shared ownership,Resale,Offers in Excess of,False,375000.0
118108805,0.2,2.0,1.0,N,Enfield,Terraced,FREEHOLD,,N18,1QL,51.617275,-0.075209,20211228,False,,,,Non-shared ownership,Resale,Offers in Excess of,True,375000.0
120952943,0.5,2.0,1.0,N,Enfield,Apartment,LEASEHOLD,,N13,5RJ,51.621295,-0.100608,20220311,False,,,,Non-shared ownership,Resale,Offers Over,False,375000.0
123341222,0.1,2.0,2.0,N,Enfield,Flat,LEASEHOLD,,N11,1PN,51.615078,-0.142161,20220513,False,775.0,775.0,£483.87 per sq. ft.,Non-shared ownership,Resale,Offers in Excess of,False,375000.0
85342038,0.2,2.0,1.0,N,Enfield,Maisonette,LEASEHOLD,961.0,N13,4HX,51.61668,-0.11245,20220518,False,,,,Non-shared ownership,Resale,Guide Price,False,375000.0
109661510,0.5,3.0,1.0,N,Enfield,Flat,SHARE_OF_FREEHOLD,,N13,4DP,51.62462,-0.10302,20210629,False,,,,Non-shared ownership,Resale,None,True,375000.0
123853655,0.5,2.0,1.0,EN,Enfield,Flat,LEASEHOLD,,EN2,8FJ,51.665497,-0.105888,20220604,False,,,,Non-shared ownership,Resale,Offers in Excess of,False,375000.0
112534412,0.3,2.0,1.0,EN,Enfield,Maisonette,LEASEHOLD,936.0,EN2,6JP,51.656548,-0.08696,20210827,False,,,,Non-shared ownership,Resale,None,True,375000.0
85253946,0.5,1.0,1.0,N,Enfield,Apartment,SHARE_OF_FREEHOLD,,N13,4QJ,51.620602,-0.120126,20220506,False,,,,Non-shared ownership,Resale,None,True,375000.0
119386601,0.1,2.0,1.0,EN,Enfield,Apartment,LEASEHOLD,,EN1,2QN,51.643425,-0.071467,20220201,False,,,,Non-shared ownership,Resale,None,False,375000.0
116339255,0.3,2.0,1.0,N,Enfield,Terraced,FREEHOLD,,N18,1DP,51.61109,-0.078041,20211115,False,,,,Non-shared ownership,Resale,Guide Price,True,375000.0
124323281,0.4,2.0,1.0,N,Enfield,Terraced,FREEHOLD,,N9,0JB,51.626751,-0.053872,20220625,False,,,,Non-shared ownership,Resale,Offers in Excess of,False,375000.0
119667755,0.2,2.0,2.0,N,Enfield,Apartment,LEASEHOLD,,N13,5LA,51.6182,-0.10618,20220208,False,,,,Non-shared ownership,Resale,None,False,375000.0
120686786,0.4,1.0,1.0,N,Enfield,Apartment,LEASEHOLD,,N13,5PH,51.620162,-0.102105,20220304,False,,,,Non-shared ownership,Resale,None,False,375000.0
84953013,0.1,2.0,1.0,N,Enfield,Maisonette,LEASEHOLD,,N21,1RA,51.642456,-0.098766,20220428,False,623.0,623.0,£601.93 per sq. ft.,Non-shared ownership,Resale,Guide Price,False,375000.0
112293473,0.3,2.0,1.0,EN,Enfield,Ground Flat,LEASEHOLD,,EN2,0QX,51.662563,-0.086895,20210821,False,,,,Non-shared ownership,Resale,None,True,375000.0
123399635,0.5,2.0,1.0,N,Enfield,Terraced,FREEHOLD,,N9,8HD,51.63791,-0.04459,20220516,False,,,,Non-shared ownership,Resale,None,True,375000.0
118023248,0.8,2.0,1.0,N,Enfield,End of Terrace,FREEHOLD,,N9,8DH,51.636848,-0.049198,20211225,False,,,,Non-shared ownership,Resale,None,True,375000.0
119542979,0.6,2.0,1.0,N,Enfield,Flat,LEASEHOLD,,N21,1SZ,51.646678,-0.109794,20220204,False,,,,Non-shared ownership,Resale,None,True,375000.0
120075002,0.4,2.0,1.0,EN,Enfield,End of Terrace,FREEHOLD,,EN3,4BA,51.643146,-0.05305,20220216,False,,,,Non-shared ownership,Resale,Offers in Region of,True,375000.0
121530833,0.5,2.0,1.0,N,Enfield,Maisonette,LEASEHOLD,,N14,4JU,51.6397,-0.12913,20220325,False,,,,Non-shared ownership,Resale,None,False,375000.0
119425235,0.3,2.0,2.0,N,Enfield,Apartment,LEASEHOLD,,N14,4JN,51.637168,-0.129882,20220202,False,,,,Non-shared ownership,Resale,Offers Over,False,425000.0
120263876,0.4,3.0,1.0,N,Enfield,Terraced,FREEHOLD,,N9,0RL,51.624928,-0.053137,20220221,False,,,,Non-shared ownership,Resale,Offers in Excess of,True,375000.0
121909499,0.6,3.0,1.0,EN,Enfield,Terraced,FREEHOLD,,EN8,8HW,51.680694,-0.04628,20220404,False,,,,Non-shared ownership,Resale,Offers in Excess of,False,375000.0
123488735,0.3,3.0,1.0,EN,Enfield,Flat,LEASEHOLD,,EN2,8ES,51.65903,-0.09537,20220519,False,,,,Non-shared ownership,Resale,None,True,375000.0
117761594,0.4,2.0,1.0,N,Enfield,Maisonette,SHARE_OF_FREEHOLD,,N14,4HJ,51.644846,-0.141392,20211218,False,,,,Non-shared ownership,Resale,Offers Over,True,375000.0
120452396,0.7,2.0,2.0,N,Enfield,Apartment,LEASEHOLD,,N21,1TH,51.646156,-0.112328,20220228,False,,,,Non-shared ownership,Resale,None,False,375000.0
85371603,0.5,2.0,1.0,EN,Enfield,Ground Maisonette,LEASEHOLD,166.0,EN2,0LE,51.662856,-0.083354,20220531,False,,,,Non-shared ownership,Resale,Offers in Region of,True,375000.0
110298428,0.4,2.0,1.0,EN,Enfield,Terraced,FREEHOLD,,EN3,5EX,51.6651,-0.032299,20210712,False,,,,Non-shared ownership,Resale,Offers in Excess of,False,375000.0
117385487,0.1,2.0,1.0,N,Enfield,Apartment,SHARE_OF_FREEHOLD,,N14,6QW,51.631846,-0.125192,20211209,False,,,,Non-shared ownership,Resale,None,True,375000.0
119538320,0.7,3.0,1.0,EN,Enfield,Terraced,FREEHOLD,,EN3,5LJ,51.660789,-0.044949,20220204,False,,,,Non-shared ownership,Resale,None,True,375000.0
121213922,0.4,2.0,1.0,N,Enfield,Flat,LEASEHOLD,,N13,5PH,51.620113,-0.101013,20220317,False,695.0,695.0,£539.57 per sq. ft.,Non-shared ownership,Resale,None,True,375000.0
121607171,0.4,3.0,1.0,EN,Enfield,Terraced,FREEHOLD,,EN3,7LN,51.659357,-0.03803,20220327,False,,,,Non-shared ownership,Resale,Offers in Region of,True,375000.0
74044017,0.8,2.0,1.0,N,Enfield,Flat,LEASEHOLD,,N21,1TJ,51.646079,-0.113691,,,,,,,,,,375000.0
108671612,0.6,3.0,1.0,N,Enfield,Flat,SHARE_OF_FREEHOLD,,N21,2AN,51.637389,-0.086076,20210612,False,,,,Non-shared ownership,Resale,None,False,375000.0
82742139,0.1,3.0,1.0,EN,Enfield,End of Terrace,FREEHOLD,,EN3,6HB,51.671241,-0.025556,20211130,True,,,,Non-shared ownership,Resale,Guide Price,True,375000.0
116414327,0.6,3.0,,EN,Enfield,Terraced,FREEHOLD,,EN1,4HF,51.663925,-0.052261,20211116,False,,,,Non-shared ownership,Resale,None,False,375000.0
85325310,0.3,2.0,2.0,EN,Enfield,Duplex,SHARE_OF_FREEHOLD,,EN3,4AJ,51.644832,-0.050134,20220517,False,,,,Non-shared ownership,New Home,Offers in Region of,True,375000.0
118906922,0.5,1.0,1.0,EN,Enfield,Apartment,LEASEHOLD,121.0,EN4,8FN,51.644297,-0.147271,20220119,False,,,,Non-shared ownership,Resale,Offers in Excess of,True,375000.0
85148946,0.2,2.0,1.0,N,Enfield,Flat,SHARE_OF_FREEHOLD,,N14,4RD,51.645023,-0.131804,20220505,False,732.0,732.0,£512.30 per sq. ft.,Non-shared ownership,Resale,Offers in Excess of,True,375000.0
120270413,0.7,3.0,1.0,N,Enfield,Terraced,FREEHOLD,,N9,7BY,51.637126,-0.054376,20220221,False,,,,Non-shared ownership,Resale,Guide Price,True,375000.0
124019372,0.3,1.0,1.0,N,Enfield,Maisonette,SHARE_OF_FREEHOLD,,N13,5HD,51.619972,-0.102788,20220617,False,614.0,614.0,£610.75 per sq. ft.,Non-shared ownership,Resale,Offers in Excess of,True,375000.0
119102108,0.3,3.0,1.0,N,Enfield,Terraced,FREEHOLD,,N9,7BA,51.628838,-0.060108,20220124,False,,,,Non-shared ownership,Resale,Offers in Excess of,True,375000.0
124046186,0.2,1.0,1.0,N,Enfield,Apartment,LEASEHOLD,,N14,6DH,51.62907,-0.12812,20220617,False,468.0,468.0,£801.28 per sq. ft.,Non-shared ownership,New Home,Guide Price,False,375000.0
85328361,0.3,2.0,1.0,EN,Enfield,Flat,LEASEHOLD,,EN2,0RE,51.66331,-0.08767,20220517,False,,,,Non-shared ownership,Resale,None,False,375000.0
84012798,0.3,2.0,1.0,EN,Enfield,Flat,LEASEHOLD,,EN1,1PU,51.651203,-0.071455,20220222,False,,,,Non-shared ownership,Resale,Offers in Excess of,True,375000.0
115416227,0.1,2.0,1.0,SE,Greenwich,Apartment,LEASEHOLD,,SE10,9UU,51.48406,0.00306,20211027,False,,,,Non-shared ownership,Resale,None,False,380000.0
96616333,1.0,1.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE18,4PG,51.47412,0.04093,20220524,False,,,,Non-shared ownership,Resale,None,False,180000.0
122483888,0.1,2.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE18,5LB,51.49004,0.052418,20220416,False,,,,Non-shared ownership,Resale,Guide Price,True,180000.0
90848917,0.3,1.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE18,7HY,51.486733,0.072248,20210420,False,,,,Non-shared ownership,Resale,None,True,180000.0
122361581,0.0,3.0,2.0,SE,Greenwich,Apartment,LEASEHOLD,999.0,SE3,9FW,51.46184,0.02698,20220413,False,1270.0,1270.0,£144.69 per sq. ft.,Shared ownership,New Home,Shared ownership,False,183750.0
120869261,0.2,2.0,1.0,SE,Greenwich,Flat,LEASEHOLD,248.0,SE10,0YB,51.502521,0.006292,20220309,False,,,,Shared ownership,Resale,Shared ownership,False,184500.0
121162895,0.7,1.0,1.0,SE,Greenwich,Apartment,LEASEHOLD,,SE18,3SW,51.480461,0.068099,20220316,False,506.0,506.0,£365.61 per sq. ft.,Non-shared ownership,Resale,None,False,185000.0
122531942,0.8,1.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE18,4DT,51.479223,0.061581,20220418,False,,,,Non-shared ownership,Resale,None,True,185000.0
123200309,0.5,2.0,2.0,SE,Greenwich,Apartment,LEASEHOLD,125.0,SE10,0ZN,51.49175,0.01558,20220510,False,893.0,893.0,£210.67 per sq. ft.,Shared ownership,New Home,Shared ownership,False,188125.0
113792675,0.8,1.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE28,0NJ,51.50251,0.087,20210921,False,,,,Non-shared ownership,Resale,None,True,190000.0
121907978,0.5,1.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE2,9AX,51.497218,0.119619,20220404,False,,,,Non-shared ownership,Resale,None,True,190000.0
85548873,0.6,3.0,,SE,Greenwich,Maisonette,LEASEHOLD,59.0,SE18,1QB,51.481422,0.088165,20220609,True,,,,Non-shared ownership,Resale,Guide Price,False,190000.0
123474707,0.6,1.0,1.0,SE,Greenwich,Flat,LEASEHOLD,104.0,SE18,3TQ,51.481573,0.069102,20220519,False,,,,Non-shared ownership,Resale,None,True,190000.0
116517428,0.7,1.0,1.0,SE,Greenwich,Apartment,LEASEHOLD,107.0,SE28,0NG,51.498866,0.089913,20211118,False,,,,Non-shared ownership,Resale,None,True,190000.0
124001657,0.7,2.0,1.0,SE,Greenwich,Flat,,,SE18,3EZ,51.480107,0.074248,20220616,True,,,,Non-shared ownership,Resale,Guide Price,False,190000.0
118933820,0.3,1.0,,SE,Greenwich,Flat,LEASEHOLD,,SE18,5SW,51.49461,0.05091,20220119,False,,,,Non-shared ownership,Resale,Offers Over,True,190000.0
83639617,0.2,2.0,2.0,SE,Greenwich,Apartment,LEASEHOLD,,SE18,6JH,51.491264,0.06466,20200817,False,560.0,560.0,£339.29 per sq. ft.,Non-shared ownership,Resale,None,False,190000.0
118827104,0.3,1.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE28,0DU,51.494484,0.084022,20220117,False,,,,Non-shared ownership,Resale,Offers in Excess of,True,190000.0
120906092,0.3,1.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE9,3QS,51.435745,0.066584,20220310,False,,,,Non-shared ownership,Resale,None,True,190000.0
114708551,0.2,1.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE18,6RP,51.48846,0.07296,20211012,False,,,,Non-shared ownership,Resale,Guide Price,True,190000.0
114062834,0.6,2.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE18,4EZ,51.481439,0.063928,20210927,False,,,,Non-shared ownership,Resale,None,True,190000.0
118765169,0.6,2.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE18,3TW,51.48143,0.07051,20220115,False,,,,Non-shared ownership,Resale,None,True,190000.0
119139047,0.4,1.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE9,1XA,51.458324,0.059093,20220125,False,,,,Non-shared ownership,Resale,Offers Over,True,190000.0
115221566,0.1,1.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE18,6GJ,51.492482,0.072622,20211022,False,,,,Shared ownership,Resale,Shared ownership,False,192000.0
116975156,1.3,1.0,1.0,SE,Greenwich,Terraced,FREEHOLD,,SE28,8LU,51.509262,0.119429,20211129,False,,,,Non-shared ownership,Resale,None,True,195000.0
123426185,0.1,2.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE18,1BA,51.489113,0.086762,20220517,False,683.0,683.0,£439.24 per sq. ft.,Non-shared ownership,Resale,Guide Price,True,300000.0
123426377,0.9,1.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE18,3SU,51.477964,0.062127,20220517,True,460.0,460.0,£326.09 per sq. ft.,Non-shared ownership,Resale,Guide Price,True,150000.0
122414486,0.3,2.0,1.0,SE,Greenwich,Apartment,LEASEHOLD,,SE7,7AP,51.48321,0.02865,20220414,False,,,,Shared ownership,New Home,None,True,156400.0
122136224,0.3,3.0,2.0,SE,Greenwich,Flat,LEASEHOLD,115.0,SE10,9GB,51.48607,0.008579,20220408,False,,,,Shared ownership,Resale,Shared ownership,False,157500.0
117078506,0.0,3.0,,SE,Greenwich,Apartment,LEASEHOLD,,SE3,9FW,51.46184,0.02698,20211130,False,1087.0,1087.0,£146.04 per sq. ft.,Shared ownership,New Home,Shared ownership,False,158750.0
120775043,0.2,2.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE10,9FF,51.482065,-0.016271,20220307,False,791.0,791.0,£201.01 per sq. ft.,Shared ownership,Resale,None,False,159000.0
121078562,0.2,2.0,1.0,SE,Greenwich,Apartment,LEASEHOLD,,SE18,1QR,51.487945,0.088566,20220314,False,,,,Non-shared ownership,Resale,Offers in Excess of,True,160000.0
119822195,0.6,2.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE18,7JS,51.483154,0.074302,20220210,False,,,,Non-shared ownership,Resale,None,True,160000.0
120996392,0.2,1.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE18,6RL,51.488201,0.071549,20220312,False,,,,Non-shared ownership,Resale,Guide Price,True,160000.0
83325940,0.6,2.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE10,0DQ,51.492555,0.012891,20200811,False,659.0,659.0,£254.93 per sq. ft.,Shared ownership,Resale,None,False,168000.0
119396255,0.7,,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE18,1JN,51.48585,0.09834,20220201,False,,,,Non-shared ownership,Resale,None,True,170000.0
122149235,0.1,1.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE18,5JS,51.492323,0.053556,20220408,False,,,,Non-shared ownership,Resale,None,True,170000.0
84023964,0.5,2.0,1.0,SE,Greenwich,Flat,FREEHOLD,,SE18,7SR,51.48316,0.07776,20220222,False,,,,Non-shared ownership,Resale,None,True,170000.0
111253904,0.3,2.0,1.0,SE,Greenwich,Apartment,LEASEHOLD,119.0,SE3,9FF,51.458248,0.030374,20210731,False,,,,Shared ownership,Resale,Offers in Region of,True,170000.0
119817638,0.5,1.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE18,6TZ,51.483627,0.068175,20220210,False,,,,Non-shared ownership,Resale,None,True,170000.0
120814754,0.5,1.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE2,9PT,51.493755,0.110195,20220308,True,,,,Non-shared ownership,Resale,Guide Price,True,170000.0
118873073,0.2,2.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE3,9GG,51.459383,0.0308,20220118,False,,,,Shared ownership,Resale,None,False,171000.0
114337136,0.6,1.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE2,9HN,51.489194,0.107276,20211002,False,,,,Non-shared ownership,Resale,None,True,175000.0
122532167,0.1,1.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE18,7NE,51.488989,0.081467,20220418,False,,,,Non-shared ownership,Resale,None,True,175000.0
123743198,0.5,1.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE2,0TB,51.486706,0.112087,20220527,False,,,,Non-shared ownership,Resale,Offers in Excess of,True,175000.0
121459079,1.2,2.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE28,8EA,51.506814,0.112528,20220323,False,,,,Non-shared ownership,Resale,Offers in Excess of,True,177900.0
114384965,1.1,1.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE18,4JE,51.47473,0.06125,20211004,False,,,,Non-shared ownership,Resale,None,True,179995.0
123592454,0.7,2.0,1.0,SE,Greenwich,Apartment,LEASEHOLD,,SE18,3SZ,51.479956,0.069519,20220523,False,,,,Non-shared ownership,Resale,None,True,180000.0
122742680,0.9,1.0,1.0,SE,Greenwich,Maisonette,LEASEHOLD,,SE28,8ER,51.501166,0.108564,20220423,False,538.0,538.0,£334.57 per sq. ft.,Non-shared ownership,Resale,None,False,180000.0
112150925,0.2,2.0,1.0,SE,Greenwich,Flat,LEASEHOLD,,SE3,9GG,51.459518,0.030834,20210818,False,,,,Shared ownership,Resale,Shared ownership,False,180000.0
123877802,0.1,2.0,2.0,SE,Greenwich,Apartment,LEASEHOLD,,SE18,6YS,51.493107,0.07292,20220606,False,,,,Non-shared ownership,Resale,None,False,450000.0
114824690,0.4,3.0,1.0,SE,Greenwich,Flat,,,SE18,6UZ,51.484533,0.0665,20211014,False,,,,Shared ownership,Resale,Shared ownership,True,195000.0
122765414,0.3,3.0,2.0,N,Enfield,Flat,LEASEHOLD,,N21,3AD,51.6299,-0.10121,20220425,False,,,,Non-shared ownership,Resale,None,False,425000.0
123998465,0.6,2.0,1.0,N,Enfield,Flat,SHARE_OF_FREEHOLD,,N13,4DU,51.625409,-0.103604,20220616,False,,,,Non-shared ownership,Resale,Offers in Excess of,True,375000.0
124116128,0.7,3.0,1.0,N,Enfield,Terraced,FREEHOLD,,N13,6HN,51.612804,-0.098013,20220620,False,,,,Non-shared ownership,Resale,Offers in Excess of,False,575000.0
123970409,0.4,2.0,1.0,EN,Enfield,Flat,SHARE_OF_FREEHOLD,,EN2,8EZ,51.658073,-0.094184,20220616,False,,,,Non-shared ownership,Resale,None,False,375000.0
119593133,0.1,2.0,1.0,N,Enfield,Flat,LEASEHOLD,973.0,N11,1RS,51.615031,-0.140172,20220205,False,,,,Non-shared ownership,Resale,None,True,375000.0
96623749,0.1,,1.0,SE,Greenwich,Apartment,LEASEHOLD,,SE18,6FZ,51.490662,0.072798,20220530,False,,,,Non-shared ownership,Resale,None,False,375000.0
122040734,0.5,3.0,1.0,N,Enfield,Flat,SHARE_OF_FREEHOLD,,N13,4BG,51.625492,-0.111707,20220406,False,1023.0,1023.0,£488.76 per sq. ft.,Non-shared ownership,Resale,Offers in Excess of,False,500000.0
119355590,0.4,2.0,1.0,N,Enfield,Terraced,FREEHOLD,,N9,0RX,51.623371,-0.051384,20220131,False,,,,Non-shared ownership,Resale,Offers in Excess of,True,359950.0
120775256,0.3,2.0,1.0,N,Enfield,Flat,LEASEHOLD,,N14,4JJ,51.636842,-0.128557,20220307,False,,,,Non-shared ownership,Resale,None,True,359950.0
122028746,0.6,3.0,1.0,N,Enfield,Flat,,,N13,6HQ,51.614445,-0.097554,20220406,False,,,,Shared ownership,Resale,None,True,359995.0
119522684,16.2,2.0,2.0,WD,Enfield,Flat,LEASEHOLD,,WD18,7GE,51.65478,-0.041851,20220203,False,,,,Non-shared ownership,Resale,None,False,360000.0
85156287,0.1,4.0,1.0,EN,Enfield,Flat,LEASEHOLD,,EN1,1BJ,51.642365,-0.067826,20220505,False,,,,Non-shared ownership,Resale,None,True,360000.0
119039708,0.3,1.0,1.0,N,Enfield,Flat,LEASEHOLD,,N13,4RS,51.610859,-0.116177,20220122,False,,,,Non-shared ownership,Resale,None,True,360000.0
85549110,0.5,2.0,1.0,EN,Enfield,Maisonette,SHARE_OF_FREEHOLD,,EN2,6HD,51.644973,-0.082204,20220609,False,,,,Non-shared ownership,Resale,None,True,360000.0
119761514,0.4,3.0,1.0,EN,Enfield,Terraced,FREEHOLD,,EN3,6RE,51.676514,-0.040859,20220209,False,,,,Non-shared ownership,Resale,Offers in Excess of,True,360000.0
107518406,0.4,2.0,1.0,EN,Enfield,House,FREEHOLD,,EN3,5SP,51.666554,-0.044918,20210524,False,,,,Non-shared ownership,Resale,None,False,360000.0
85713861,0.5,3.0,1.0,N,Enfield,House,FREEHOLD,,N18,2BW,51.61073,-0.06172,20220614,False,,,,Non-shared ownership,Resale,None,True,360000.0
85523982,0.4,3.0,1.0,EN,Enfield,Terraced,FREEHOLD,,EN3,4BA,51.643098,-0.052651,20220609,False,,,,Non-shared ownership,Resale,None,True,360000.0
124270091,0.3,2.0,,EN,Enfield,Flat,LEASEHOLD,,EN2,8NE,51.66315,-0.101471,20220623,False,,,,Non-shared ownership,Resale,None,False,360000.0
121648364,0.4,3.0,,EN,Enfield,End of Terrace,FREEHOLD,,EN3,4BA,51.64305,-0.052677,20220328,False,,,,Non-shared ownership,Resale,None,True,360000.0
110494514,0.1,2.0,1.0,N,Enfield,Flat,LEASEHOLD,,N14,6PS,51.632465,-0.12601,20210716,False,,,,Non-shared ownership,Resale,Offers in Excess of,True,360000.0
112876343,0.4,3.0,1.0,N,Enfield,Terraced,,,N18,2ET,51.617899,-0.059567,20210902,False,,,,Non-shared ownership,Resale,None,True,360000.0
123024275,0.3,3.0,1.0,N,Enfield,Flat,LEASEHOLD,,N18,2UF,51.61613,-0.067016,20220503,False,,,,Non-shared ownership,Resale,Offers in Excess of,True,360000.0
121961966,0.3,2.0,1.0,N,Enfield,Flat,,,N21,3JF,51.630424,-0.095918,20220405,False,,,,Non-shared ownership,Resale,None,False,360000.0
116571671,0.3,2.0,1.0,EN,Enfield,Terraced,FREEHOLD,,EN3,6SL,51.673841,-0.033133,20211119,False,856.0,856.0,£426.40 per sq. ft.,Non-shared ownership,Resale,None,True,364995.0
109016495,0.5,2.0,1.0,EN,Enfield,Maisonette,SHARE_OF_FREEHOLD,,EN2,0LQ,51.662778,-0.082802,20210617,False,,,,Non-shared ownership,Resale,None,True,364995.0
116001017,0.4,2.0,,EN,Enfield,Ground Flat,SHARE_OF_FREEHOLD,,EN1,2DP,51.64542,-0.07715,20211108,False,,,,Non-shared ownership,Resale,None,True,365000.0
85590171,0.1,2.0,1.0,N,Enfield,Flat,SHARE_OF_FREEHOLD,,N21,1RD,51.641353,-0.098942,20220610,False,,,,Non-shared ownership,Resale,Guide Price,False,365000.0
85325172,0.8,4.0,2.0,EN,Enfield,Ground Flat,LEASEHOLD,,EN2,0SR,51.664299,-0.076801,20220517,False,,,,Non-shared ownership,Resale,None,False,365000.0
124183859,0.2,2.0,2.0,EN,Enfield,Apartment,LEASEHOLD,,EN2,6SZ,51.64927,-0.08132,20220622,False,635.0,635.0,£574.80 per sq. ft.,Non-shared ownership,Resale,None,False,365000.0
113736701,0.7,2.0,2.0,N,Enfield,Apartment,LEASEHOLD,,N21,1UL,51.645348,-0.116772,20210920,False,,,,Non-shared ownership,Resale,Guide Price,True,365000.0
120604046,0.3,3.0,2.0,N,Enfield,Apartment,LEASEHOLD,,N14,4JN,51.637168,-0.129882,20220303,False,,,,Non-shared ownership,Resale,None,False,550000.0
124124603,0.5,1.0,1.0,N,Enfield,Flat,SHARE_OF_FREEHOLD,,N21,1JU,51.638889,-0.110476,20220621,False,,,,Non-shared ownership,Resale,Offers in Excess of,False,350000.0
121247990,0.8,2.0,1.0,EN,Enfield,Maisonette,LEASEHOLD,,EN1,3LP,51.661998,-0.073377,20220318,False,,,,Non-shared ownership,Resale,Offers in Excess of,True,350000.0
120576683,0.3,1.0,1.0,EN,Enfield,Flat,SHARE_OF_FREEHOLD,,EN2,7BA,51.652559,-0.096657,20220302,False,,,,Non-shared ownership,Resale,Offers in Region of,False,350000.0
116791826,0.3,2.0,1.0,EN,Enfield,Flat,LEASEHOLD,,EN1,1NS,51.650276,-0.073135,20211124,False,,,,Non-shared ownership,Resale,None,True,350000.0
120201827,0.6,2.0,,EN,Enfield,Character Property,SHARE_OF_FREEHOLD,,EN3,5LT,51.65971,-0.043178,20220219,False,,,,Non-shared ownership,Resale,None,True,350000.0
119559002,0.1,2.0,1.0,N,Enfield,Flat,LEASEHOLD,,N14,5AB,51.631539,-0.128438,20220204,False,,,,Non-shared ownership,Resale,None,False,350000.0
116234597,0.5,2.0,1.0,N,Enfield,Apartment,SHARE_OF_FREEHOLD,,N14,4EN,51.636868,-0.136792,20211112,False,,,,Non-shared ownership,Resale,None,True,350000.0
113532227,0.7,2.0,1.0,EN,Enfield,Flat,LEASEHOLD,,EN2,0BQ,51.66815,-0.08096,20210915,False,,,,Non-shared ownership,Resale,None,True,350000.0
124043285,0.6,4.0,,EN,Enfield,End of Terrace,FREEHOLD,,EN3,7HW,51.65703,-0.04456,20220617,True,,,,Non-shared ownership,Resale,Guide Price,False,350000.0
123755501,0.3,2.0,,EN,Enfield,Apartment,LEASEHOLD,,EN1,1NG,51.651375,-0.072832,20220527,False,,,,Non-shared ownership,Resale,Offers in Excess of,False,350000.0
85309488,0.5,2.0,1.0,EN,Enfield,Maisonette,LEASEHOLD,,EN1,3JS,51.6595,-0.08002,20220517,False,,,,Non-shared ownership,Resale,None,True,350000.0
121793237,0.5,2.0,1.0,EN,Enfield,House,,,EN3,5UX,51.666233,-0.040483,20220331,False,,,,Non-shared ownership,Resale,Offers in Region of,True,350000.0
116892275,0.8,2.0,1.0,N,Enfield,Maisonette,FREEHOLD,,N13,5NL,51.622013,-0.087916,20211126,False,604.0,604.0,£579.47 per sq. ft.,Non-shared ownership,Resale,None,True,350000.0
